35;34;1066;34
32;1031;1064;1031
31;1024;1066;1024
31;40;1066;40
31;545;31;38
38;550;38;44
1066;1030;1066;618
1059;1014;1059;781
459;315;717;315
201;527;201;306
109;952;109;660
1065;588;1065;274
1067;788;1067;618
420;780;548;780
113;951;113;660
39;527;94;527
235;784;235;507
240;217;240;46
182;524;403;524
244;214;244;46
459;317;717;317
204;511;402;511
39;473;204;473
638;777;703;778
912;908;912;780
239;786;239;507
264;1023;264;878
948;532;1067;532
204;527;204;309
31;817;94;814
205;507;400;507
495;782;548;782
38;955;38;899
914;269;914;141
31;770;108;770
1068;772;1068;621
31;753;108;753
947;513;1067;513
909;908;909;780
39;470;200;470
946;516;1067;516
31;801;83;800
31;751;108;751
31;717;112;722
947;530;1067;530
268;1025;268;883
31;785;107;785
916;269;916;141
38;799;98;798
1066;219;1068;389
1064;505;1064;272
585;346;585;285
717;346;717;285
267;527;323;527
182;527;240;528
880;784;942;784
31;876;31;932
1066;77;1066;133
31;974;31;1028
591;285;596;340
1066;141;1066;197
420;810;420;751
31;833;95;830
590;346;596;289
885;263;945;263
31;720;31;774
459;346;459;288
31;706;108;706
31;847;107;847
543;811;548;757
886;269;945;269
31;856;108;856
711;346;711;286
880;906;941;906
638;809;638;748
422;811;422;750
37;780;39;861
1059;119;1059;63
31;845;105;845
39;737;105;736
640;809;640;748
461;346;461;289
766;810;766;750
31;703;99;703
590;345;590;285
1059;260;1059;204
760;810;760;749
764;810;764;749
31;859;108;859
582;346;582;285
886;141;946;141
762;810;762;749
39;735;108;735
644;804;644;748
880;907;940;908
642;802;642;748
580;345;580;286
542;812;542;751
885;146;946;147
713;346;713;286
547;751;548;812
39;722;112;718
587;346;587;287
466;343;466;288
1066;588;1068;469
885;143;946;143
464;342;464;289
546;812;546;751
715;346;715;285
1059;197;1059;141
38;773;39;829
440;782;494;782
60;568;66;518
59;568;64;517
544;811;544;751
1066;281;1068;447
592;346;592;285
1066;397;1067;507
1067;588;1068;538
