220;281;237;278
278;224;267;162
364;246;364;225
990;293;1001;294
425;313;223;315
414;251;414;263
1085;294;1095;294
364;264;364;255
1266;319;1284;320
364;224;364;215
263;168;271;222
414;264;414;274
974;319;988;319
651;124;624;124
405;359;411;359
364;196;364;178
989;304;988;295
181;484;165;484
470;289;479;289
428;319;379;319
1113;315;1105;313
626;129;648;129
384;275;384;264
376;204;401;204
1280;364;1318;364
1060;494;1078;493
1079;494;1088;494
463;239;433;239
364;205;364;198
1211;364;1275;364
481;129;501;129
189;278;206;279
218;234;218;316
524;311;524;293
412;361;420;358
299;369;278;369
224;376;225;363
75;4;27;11
958;319;971;319
956;387;959;405
1230;294;1241;294
401;179;416;179
994;394;984;394
429;341;429;334
267;269;276;229
413;214;414;223
508;484;490;484
489;289;500;289
363;169;328;169
160;359;173;359
1248;312;1249;302
509;473;509;481
833;392;815;396
414;189;381;189
253;361;254;380
825;155;818;153
389;401;389;389
323;38;324;48
638;289;653;290
426;309;410;309
261;267;222;274
464;436;464;401
1119;289;1119;271
918;315;854;314
1334;491;1334;400
529;154;529;131
501;183;480;184
1141;294;1151;294
1139;314;1140;305
866;388;854;389
165;134;146;133
521;279;505;279
249;518;281;519
1055;439;1071;439
271;224;262;266
416;209;380;209
716;379;708;378
132;19;75;4
1235;402;1227;404
353;424;341;424
1069;426;1069;384
1264;286;1264;271
499;309;499;298
973;238;974;255
1114;199;1090;199
324;246;324;274
479;235;479;224
974;205;974;226
658;128;658;153
996;389;984;388
488;193;489;204
1313;329;1284;329
963;384;973;384
1138;439;1158;439
384;140;383;155
1264;195;1264;166
586;434;606;434
1259;199;1235;199
9;87;23;23
1334;516;1334;493
1219;464;1218;476
57;9;128;22
774;435;865;410
1153;288;1135;288
1243;295;1243;314
934;293;945;293
648;130;648;156
653;155;653;125
1296;358;1196;358
623;376;622;413
780;293;780;313
1124;320;1138;320
360;233;360;244
803;155;803;128
313;176;313;161
630;293;630;311
500;148;500;160
504;122;469;123
1298;288;1279;288
313;153;313;140
360;185;360;203
371;250;404;250
505;153;505;126
798;135;798;141
360;216;360;229
375;190;375;179
360;254;360;265
500;131;500;143
685;285;668;284
402;365;402;379
823;293;834;293
605;411;605;393
35;543;27;542
634;285;618;285
536;285;520;285
486;285;469;285
320;275;320;255
396;354;381;356
411;355;401;355
1109;319;1118;320
601;302;570;303
1248;288;1236;287
428;303;405;303
414;330;428;330
1161;493;1329;493
1260;145;1260;155
768;131;795;130
428;183;428;159
210;314;210;265
676;293;705;294
624;199;646;199
239;275;251;275
225;385;251;385
1106;492;1149;493
206;273;200;273
279;319;416;316
791;318;803;318
805;318;821;318
1264;261;1264;238
679;229;663;229
1081;488;1055;488
1116;488;1093;487
31;18;56;12
170;268;5;94
194;272;174;263
26;11;4;61
386;134;378;134
1285;308;1285;294
988;313;989;305
1098;320;1104;320
1000;375;1000;361
1235;234;1259;234
572;474;574;483
904;414;914;414
621;161;610;163
320;304;289;305
481;359;490;358
1054;488;1054;454
828;264;813;263
428;226;428;185
997;370;998;380
502;446;503;455
675;406;675;376
1284;529;1260;528
518;155;518;163
1166;439;1184;439
821;128;810;129
929;306;899;302
524;189;511;188
615;484;585;483
376;179;395;179
1074;519;1086;519
859;409;859;399
124;389;124;463
489;515;489;500
1073;396;1074;413
159;483;159;425
796;264;771;263
973;171;974;185
1219;403;1219;385
479;249;479;240
189;494;189;514
705;434;714;434
625;265;646;265
1333;329;1319;329
479;183;479;171
194;133;170;134
1041;329;1001;329
680;329;720;329
1264;220;1264;205
240;209;250;209
657;236;657;258
798;244;773;243
104;315;103;328
314;263;314;273
479;161;479;148
341;245;324;246
418;230;418;221
