252;459;244;419
908;764;1070;764
834;535;933;534
1266;389;1190;389
1218;614;1086;614
945;604;1059;604
806;539;775;539
879;539;814;539
364;444;364;466
770;559;769;548
1189;388;1189;191
934;538;886;539
1312;407;1269;402
709;680;709;665
486;674;501;674
1313;666;1313;615
288;374;332;389
773;765;900;765
695;538;676;539
1291;612;1256;614
1249;614;1219;613
949;776;949;851
979;848;979;836
884;579;829;579
1279;393;1302;397
945;851;944;778
254;392;286;375
1361;771;1108;774
1070;774;951;775
1141;603;1360;602
1126;524;1134;524
1096;764;1144;764
1059;614;906;616
1086;604;1124;603
979;824;978;817
274;480;306;498
1146;762;1154;764
245;418;254;394
742;727;746;748
333;399;309;384
1198;269;1198;376
761;535;831;535
630;536;708;535
503;668;503;661
1135;525;1136;601
1121;537;984;537
1154;763;1250;762
1313;191;1313;259
808;579;808;541
713;665;713;691
985;533;1123;533
1305;393;1305;301
1313;301;1313;406
1125;601;1125;540
1198;201;1198;260
1313;263;1313;274
750;615;750;608
1305;260;1305;201
1201;263;1246;263
1273;378;1273;363
1255;615;1255;678
886;605;943;605
1275;263;1301;263
1251;678;1250;615
1318;615;1318;661
249;420;254;452
708;540;698;540
1343;663;1350;663
1190;190;1311;190
1102;805;1103;768
941;775;768;776
823;604;823;581
1268;401;1268;390
986;808;1100;807
885;540;885;550
821;580;809;580
1001;812;984;813
1105;812;1001;813
983;814;983;850
1255;714;1256;760
815;575;878;575
773;541;773;575
1303;198;1200;198
360;461;360;445
1305;276;1305;268
1200;380;1271;380
1323;668;1315;668
1060;605;1060;613
1085;613;1085;605
345;497;315;504
768;576;768;563
319;500;346;490
307;497;318;498
359;446;358;438
357;437;350;420
308;384;286;381
285;380;256;397
313;505;271;485
347;490;361;462
1311;613;1301;612
450;648;429;621
600;568;508;452
710;634;710;619
906;618;906;656
713;620;713;634
653;456;638;437
243;175;270;154
355;418;364;443
769;538;759;537
5;312;183;28
124;142;18;313
582;652;598;643
362;473;351;492
184;47;128;137
878;575;884;572
270;153;184;46
505;526;484;500
257;399;250;419
251;524;191;449
350;728;422;670
312;20;655;451
670;637;706;683
451;653;353;732
638;436;308;23
538;422;630;537
458;392;416;425
716;607;719;615
401;813;5;316
194;445;254;521
745;749;643;621
424;540;481;494
553;578;583;615
331;392;337;395
695;616;686;615
455;386;379;290
478;606;533;562
183;28;469;386
375;285;274;159
255;452;261;461
636;612;631;607
192;216;222;192
1301;614;1298;606
344;639;334;630
475;479;553;578
515;582;476;614
1348;612;1318;612
753;760;749;742
186;219;125;142
621;534;537;428
336;327;394;399
271;159;246;179
306;677;347;728
390;402;328;324
503;716;476;683
1296;605;1292;614
552;645;568;666
304;672;343;641
226;195;40;344
481;500;426;544
361;633;306;676
311;599;269;547
604;638;635;613
41;344;302;672
328;324;375;286
316;597;374;551
295;614;312;601
641;622;568;680
663;627;690;606
539;646;492;683
433;618;458;650
462;482;488;461
273;544;315;597
749;736;772;766
314;605;299;617
422;670;380;617
570;607;538;566
404;797;503;718
449;571;506;526
492;685;519;719
598;642;592;636
720;617;713;618
493;463;474;478
444;462;460;482
413;421;455;387
514;652;549;624
378;554;318;602
363;466;362;472
1106;776;1107;810
902;658;901;618
257;465;254;458
477;680;468;672
534;597;552;621
353;735;402;797
451;584;439;568
427;666;450;648
513;441;538;422
532;559;509;530
536;429;516;445
713;691;741;727
609;562;602;568
38;339;187;220
508;530;451;575
570;665;583;654
388;619;425;666
767;777;753;759
408;523;422;540
128;138;190;216
554;620;570;607
518;720;402;813
391;537;408;524
829;606;881;606
469;482;461;489
517;445;590;537
495;631;511;652
411;591;420;603
410;601;402;608
723;615;721;608
17;314;37;340
424;550;408;531
595;543;609;561
572;611;545;634
417;607;412;599
496;438;489;428
377;291;336;324
347;638;355;631
480;494;471;483
475;614;465;601
1362;603;1362;771
503;446;501;438
399;603;409;596
373;617;380;611
682;626;669;636
566;680;540;647
472;668;481;679
536;565;520;578
459;489;440;465
406;531;394;541
596;633;601;638
549;624;531;601
497;421;514;442
640;600;661;627
350;490;345;495
415;433;405;421
469;387;462;393
508;655;492;635
502;661;508;658
544;634;549;642
705;615;699;616
590;537;620;536
899;616;751;616
468;597;475;606
631;606;639;600
1312;263;1276;267
320;611;316;604
578;619;574;611
444;565;447;572
342;630;346;637
489;427;496;420
1352;679;1352;670
906;725;906;764
902;763;902;725
397;612;387;619
712;620;705;616
1352;760;1352;683
1258;762;1350;762
1277;361;1277;391
690;606;716;606
753;606;766;606
727;606;727;615
1351;661;1351;614
1246;266;1200;266
827;581;827;604
774;606;821;606
1251;761;1251;714
674;541;596;541
1071;765;1071;773
812;541;812;571
881;550;881;541
1349;680;1339;680
1384;680;1364;680
1364;678;1384;678
1339;678;1349;678
